Date,Bar Name,Brand Name,Category,Total_Purchased_ml,Total_Consumed_ml,Total_Requested_ml,Potential_Lost_Demand_ml,Last_Closing_Balance_ml
2026-05-10,Pool Bar,Kingfisher Premium,Beer,10400,10400,11676,1276,0
2026-05-10,Pool Bar,Smirnoff Vodka,Vodka,0,0,3522,3522,0
2026-05-10,Rooftop Bar,Bacardi White,Rum,6750,3044,3044,0,3706
2026-05-10,Rooftop Bar,Baileys,Liqueur,0,1237,1237,0,5678
2026-05-10,Rooftop Bar,Bombay Sapphire,Gin,15000,3503,3503,0,12983
2026-05-10,Rooftop Bar,Heineken,Beer,0,0,12742,12742,0
2026-05-10,Rooftop Bar,Hennessy,Brandy,0,983,983,0,1401
2026-05-10,Rooftop Bar,Jack Daniel's,Whisky,0,2029,2029,0,1145
2026-05-10,Rooftop Bar,Johnnie Walker Red,Whisky,0,2277,5449,3172,0
2026-05-10,Rooftop Bar,Jose Cuervo,Tequila,0,2011,2011,0,7551
2026-05-10,Rooftop Bar,Kingfisher Premium,Beer,0,0,15857,15857,0
2026-05-10,Rooftop Bar,Smirnoff Vodka,Vodka,0,5568,5568,0,8566
2026-05-10,Sky Lounge,Bacardi White,Rum,11250,5970,5970,0,7603
2026-05-10,Sky Lounge,Baileys,Liqueur,0,1459,1459,0,6826
2026-05-10,Sky Lounge,Bombay Sapphire,Gin,0,3830,3861,31,2965
2026-05-10,Sky Lounge,Heineken,Beer,5850,5850,15496,9646,0
2026-05-10,Sky Lounge,Hennessy,Brandy,0,966,966,0,10231
2026-05-10,Sky Lounge,Jack Daniel's,Whisky,0,3569,3569,0,1152
2026-05-10,Sky Lounge,Johnnie Walker Red,Whisky,0,0,4410,4410,0
2026-05-10,Sky Lounge,Jose Cuervo,Tequila,0,2866,2866,0,13182
2026-05-10,Sky Lounge,Kingfisher Premium,Beer,0,0,11968,11968,0
2026-05-10,Sky Lounge,Smirnoff Vodka,Vodka,0,0,7551,7551,0
2026-05-11,Garden Bar,Bacardi White,Rum,0,1226,1226,0,3905
2026-05-11,Garden Bar,Baileys,Liqueur,0,554,554,0,5235
2026-05-11,Garden Bar,Bombay Sapphire,Gin,8250,1352,1352,0,6898
2026-05-11,Garden Bar,Heineken,Beer,5200,3636,3636,0,6555
2026-05-11,Garden Bar,Hennessy,Brandy,0,403,403,0,6213
2026-05-11,Garden Bar,Jack Daniel's,Whisky,0,1085,1085,0,978
2026-05-11,Garden Bar,Johnnie Walker Red,Whisky,0,1888,1888,0,11854
2026-05-11,Garden Bar,Jose Cuervo,Tequila,0,1069,1069,0,562
2026-05-11,Garden Bar,Kingfisher Premium,Beer,0,4238,7782,3544,2917
2026-05-11,Garden Bar,Smirnoff Vodka,Vodka,0,1860,2734,874,0
2026-05-11,Lobby Bar,Bacardi White,Rum,0,2086,2086,0,11466
2026-05-11,Lobby Bar,Baileys,Liqueur,0,496,496,0,7810
2026-05-11,Lobby Bar,Bombay Sapphire,Gin,0,1541,1541,0,5961
2026-05-11,Lobby Bar,Heineken,Beer,0,1241,5715,4474,0
2026-05-11,Lobby Bar,Hennessy,Brandy,0,415,415,0,12917
2026-05-11,Lobby Bar,Jack Daniel's,Whisky,0,223,1461,1238,0
2026-05-11,Lobby Bar,Johnnie Walker Red,Whisky,0,2215,2215,0,5442
2026-05-11,Lobby Bar,Jose Cuervo,Tequila,12750,928,928,0,11822
2026-05-11,Lobby Bar,Kingfisher Premium,Beer,8450,6194,6194,0,7217
2026-05-11,Lobby Bar,Smirnoff Vodka,Vodka,0,3069,3069,0,2018
2026-05-11,Pool Bar,Bacardi White,Rum,0,872,2498,1626,0
2026-05-11,Pool Bar,Baileys,Liqueur,0,616,616,0,10344
2026-05-11,Pool Bar,Bombay Sapphire,Gin,0,1928,1928,0,4423
2026-05-11,Pool Bar,Heineken,Beer,0,0,7679,7679,0
2026-05-11,Pool Bar,Hennessy,Brandy,0,574,574,0,6591
2026-05-11,Pool Bar,Jack Daniel's,Whisky,0,2152,2152,0,3397
2026-05-11,Pool Bar,Johnnie Walker Red,Whisky,0,3835,3835,0,8645
2026-05-11,Pool Bar,Jose Cuervo,Tequila,0,1152,1152,0,1700
2026-05-11,Pool Bar,Kingfisher Premium,Beer,10400,8876,8876,0,1524
2026-05-11,Pool Bar,Smirnoff Vodka,Vodka,9000,4028,4028,0,4972
2026-05-11,Rooftop Bar,Bacardi White,Rum,0,2955,2955,0,751
2026-05-11,Rooftop Bar,Baileys,Liqueur,0,1072,1072,0,4606
2026-05-11,Rooftop Bar,Bombay Sapphire,Gin,0,3032,3032,0,9721
2026-05-11,Rooftop Bar,Heineken,Beer,7150,7150,7750,600,3738
2026-05-11,Rooftop Bar,Hennessy,Brandy,0,789,789,0,1215
2026-05-11,Rooftop Bar,Jack Daniel's,Whisky,0,1145,2220,1075,0
2026-05-11,Rooftop Bar,Johnnie Walker Red,Whisky,0,0,3368,3368,0
2026-05-11,Rooftop Bar,Jose Cuervo,Tequila,0,1412,1412,0,5717
2026-05-11,Rooftop Bar,Kingfisher Premium,Beer,0,0,10463,10463,0
2026-05-11,Rooftop Bar,Smirnoff Vodka,Vodka,11250,4518,4518,0,12743
2026-05-11,Sky Lounge,Bacardi White,Rum,0,3879,3879,0,1401
2026-05-11,Sky Lounge,Baileys,Liqueur,0,0,0,0,6251
2026-05-11,Sky Lounge,Bombay Sapphire,Gin,0,0,2757,2757,0
2026-05-11,Sky Lounge,Heineken,Beer,0,0,9511,9511,0
2026-05-11,Sky Lounge,Hennessy,Brandy,0,846,846,0,9188
2026-05-11,Sky Lounge,Jack Daniel's,Whisky,10500,2188,2188,0,9464
2026-05-11,Sky Lounge,Johnnie Walker Red,Whisky,0,0,4344,4344,0
2026-05-11,Sky Lounge,Jose Cuervo,Tequila,0,1566,1566,0,11616
2026-05-11,Sky Lounge,Kingfisher Premium,Beer,0,0,10183,10183,0
2026-05-11,Sky Lounge,Smirnoff Vodka,Vodka,0,0,4144,4144,0
2026-05-12,Garden Bar,Bacardi White,Rum,0,1840,1840,0,1837
2026-05-12,Garden Bar,Baileys,Liqueur,0,663,663,0,4572
2026-05-12,Garden Bar,Bombay Sapphire,Gin,0,1384,1384,0,5514
2026-05-12,Garden Bar,Heineken,Beer,0,5359,5359,0,2467
2026-05-12,Garden Bar,Hennessy,Brandy,0,508,508,0,5766
2026-05-12,Garden Bar,Jack Daniel's,Whisky,0,747,983,236,0
2026-05-12,Garden Bar,Johnnie Walker Red,Whisky,0,1994,1994,0,8247
2026-05-12,Garden Bar,Jose Cuervo,Tequila,0,562,907,345,471
2026-05-12,Garden Bar,Kingfisher Premium,Beer,0,0,6061,6061,0
2026-05-12,Garden Bar,Smirnoff Vodka,Vodka,15000,2521,2521,0,12479
2026-05-12,Lobby Bar,Bacardi White,Rum,0,2655,2655,0,9509
2026-05-12,Lobby Bar,Baileys,Liqueur,0,540,540,0,6798
2026-05-12,Lobby Bar,Bombay Sapphire,Gin,0,1443,1443,0,4518
2026-05-12,Lobby Bar,Heineken,Beer,0,0,6329,6329,0
2026-05-12,Lobby Bar,Hennessy,Brandy,0,521,521,0,12895
2026-05-12,Lobby Bar,Jack Daniel's,Whisky,10500,1198,1198,0,9302
2026-05-12,Lobby Bar,Johnnie Walker Red,Whisky,0,1892,1892,0,3875
2026-05-12,Lobby Bar,Jose Cuervo,Tequila,0,1038,1038,0,10784
2026-05-12,Lobby Bar,Kingfisher Premium,Beer,0,2256,6952,4696,0
2026-05-12,Lobby Bar,Smirnoff Vodka,Vodka,0,2018,3022,1004,135
2026-05-12,Pool Bar,Bacardi White,Rum,9750,2741,2741,0,8478
2026-05-12,Pool Bar,Baileys,Liqueur,0,692,692,0,9652
2026-05-12,Pool Bar,Bombay Sapphire,Gin,0,2093,2093,0,1688
2026-05-12,Pool Bar,Heineken,Beer,0,0,6464,6464,0
2026-05-12,Pool Bar,Hennessy,Brandy,0,617,617,0,6172
2026-05-12,Pool Bar,Jack Daniel's,Whisky,0,1482,1482,0,1623
2026-05-12,Pool Bar,Johnnie Walker Red,Whisky,0,2554,2554,0,6091
2026-05-12,Pool Bar,Jose Cuervo,Tequila,0,1574,1574,0,126
2026-05-12,Pool Bar,Kingfisher Premium,Beer,0,1524,8014,6490,0
2026-05-12,Pool Bar,Smirnoff Vodka,Vodka,0,4179,4179,0,793
2026-05-12,Rooftop Bar,Bacardi White,Rum,8250,3097,3097,0,8432
2026-05-12,Rooftop Bar,Baileys,Liqueur,0,886,886,0,3720
2026-05-12,Rooftop Bar,Bombay Sapphire,Gin,0,3111,3111,0,5354
2026-05-12,Rooftop Bar,Heineken,Beer,0,0,7652,7652,0
2026-05-12,Rooftop Bar,Hennessy,Brandy,0,612,858,246,0
2026-05-12,Rooftop Bar,Jack Daniel's,Whisky,0,0,2551,2551,0
2026-05-12,Rooftop Bar,Johnnie Walker Red,Whisky,0,0,2869,2869,0
2026-05-12,Rooftop Bar,Jose Cuervo,Tequila,0,1296,1296,0,4666
2026-05-12,Rooftop Bar,Kingfisher Premium,Beer,11050,9259,9259,0,5077
2026-05-12,Rooftop Bar,Smirnoff Vodka,Vodka,0,4750,4750,0,11592
2026-05-12,Sky Lounge,Bacardi White,Rum,0,1401,3500,2099,776
2026-05-12,Sky Lounge,Baileys,Liqueur,0,1076,1076,0,5268
2026-05-12,Sky Lounge,Bombay Sapphire,Gin,0,0,3137,3137,0
2026-05-12,Sky Lounge,Heineken,Beer,0,0,8935,8935,0
2026-05-12,Sky Lounge,Hennessy,Brandy,0,0,0,0,9129
2026-05-12,Sky Lounge,Jack Daniel's,Whisky,0,1898,1898,0,7566
2026-05-12,Sky Lounge,Johnnie Walker Red,Whisky,0,0,3508,3508,0
2026-05-12,Sky Lounge,Jose Cuervo,Tequila,0,1763,1763,0,10405
2026-05-12,Sky Lounge,Kingfisher Premium,Beer,5850,5850,10877,5027,0
2026-05-12,Sky Lounge,Smirnoff Vodka,Vodka,0,0,4841,4841,0
2026-05-13,Garden Bar,Bacardi White,Rum,0,1837,1872,35,0
2026-05-13,Garden Bar,Baileys,Liqueur,0,646,646,0,3926
2026-05-13,Garden Bar,Bombay Sapphire,Gin,0,1571,1571,0,3943
2026-05-13,Garden Bar,Heineken,Beer,8450,5522,5522,0,4124
2026-05-13,Garden Bar,Hennessy,Brandy,0,484,484,0,5146
2026-05-13,Garden Bar,Jack Daniel's,Whisky,9000,1330,1330,0,7670
2026-05-13,Garden Bar,Johnnie Walker Red,Whisky,0,2747,2747,0,5500
2026-05-13,Garden Bar,Jose Cuervo,Tequila,0,0,766,766,0
2026-05-13,Garden Bar,Kingfisher Premium,Beer,0,0,6443,6443,0
2026-05-13,Garden Bar,Smirnoff Vodka,Vodka,0,2553,2553,0,9926
2026-05-13,Lobby Bar,Bacardi White,Rum,0,2690,2690,0,6121
2026-05-13,Lobby Bar,Baileys,Liqueur,0,764,764,0,6034
2026-05-13,Lobby Bar,Bombay Sapphire,Gin,0,1622,1622,0,2896
2026-05-13,Lobby Bar,Heineken,Beer,9750,6294,6294,0,7908
2026-05-13,Lobby Bar,Hennessy,Brandy,0,532,532,0,11864
2026-05-13,Lobby Bar,Jack Daniel's,Whisky,0,2268,2268,0,7034
2026-05-13,Lobby Bar,Johnnie Walker Red,Whisky,0,2382,2382,0,1997
2026-05-13,Lobby Bar,Jose Cuervo,Tequila,0,1283,1283,0,9501
2026-05-13,Lobby Bar,Kingfisher Premium,Beer,12350,6706,6706,0,5644
2026-05-13,Lobby Bar,Smirnoff Vodka,Vodka,15000,2714,2714,0,12286
2026-05-13,Pool Bar,Bacardi White,Rum,0,2179,2179,0,4830
2026-05-13,Pool Bar,Baileys,Liqueur,0,657,657,0,8995
2026-05-13,Pool Bar,Bombay Sapphire,Gin,0,517,2868,2351,0
2026-05-13,Pool Bar,Heineken,Beer,0,0,6441,6441,0
2026-05-13,Pool Bar,Hennessy,Brandy,0,731,731,0,5243
2026-05-13,Pool Bar,Jack Daniel's,Whisky,0,1200,1622,422,292
2026-05-13,Pool Bar,Johnnie Walker Red,Whisky,0,3345,3345,0,2746
2026-05-13,Pool Bar,Jose Cuervo,Tequila,0,126,1360,1234,0
2026-05-13,Pool Bar,Kingfisher Premium,Beer,9100,9100,12833,3733,407
2026-05-13,Pool Bar,Smirnoff Vodka,Vodka,0,793,3381,2588,0
2026-05-13,Rooftop Bar,Bacardi White,Rum,0,3565,3565,0,2617
2026-05-13,Rooftop Bar,Baileys,Liqueur,0,1114,1114,0,2606
2026-05-13,Rooftop Bar,Bombay Sapphire,Gin,0,2708,2708,0,3138
2026-05-13,Rooftop Bar,Heineken,Beer,10400,9654,9654,0,5708
2026-05-13,Rooftop Bar,Hennessy,Brandy,0,0,919,919,0
2026-05-13,Rooftop Bar,Jack Daniel's,Whisky,15750,2142,2142,0,13608
2026-05-13,Rooftop Bar,Johnnie Walker Red,Whisky,8250,4956,4956,0,3968
2026-05-13,Rooftop Bar,Jose Cuervo,Tequila,0,2205,2205,0,2216
2026-05-13,Rooftop Bar,Kingfisher Premium,Beer,5850,7641,10600,2959,6132
2026-05-13,Rooftop Bar,Smirnoff Vodka,Vodka,0,4750,4750,0,5972
2026-05-13,Sky Lounge,Bacardi White,Rum,0,0,3912,3912,0
2026-05-13,Sky Lounge,Baileys,Liqueur,0,1157,1157,0,4677
2026-05-13,Sky Lounge,Bombay Sapphire,Gin,0,0,3039,3039,0
2026-05-13,Sky Lounge,Heineken,Beer,0,0,12469,12469,0
2026-05-13,Sky Lounge,Hennessy,Brandy,0,706,706,0,8464
2026-05-13,Sky Lounge,Jack Daniel's,Whisky,0,2615,2615,0,4951
2026-05-13,Sky Lounge,Johnnie Walker Red,Whisky,10500,3786,3786,0,6714
2026-05-13,Sky Lounge,Jose Cuervo,Tequila,0,2207,2207,0,9487
2026-05-13,Sky Lounge,Kingfisher Premium,Beer,0,0,11321,11321,0
2026-05-13,Sky Lounge,Smirnoff Vodka,Vodka,0,0,6229,6229,0
2026-05-14,Garden Bar,Bacardi White,Rum,13500,2721,2721,0,12291
2026-05-14,Garden Bar,Baileys,Liqueur,0,681,681,0,3245
2026-05-14,Garden Bar,Bombay Sapphire,Gin,0,1831,1831,0,2308
2026-05-14,Garden Bar,Heineken,Beer,0,4124,5620,1496,0
2026-05-14,Garden Bar,Hennessy,Brandy,0,408,408,0,4776
2026-05-14,Garden Bar,Jack Daniel's,Whisky,0,1430,1430,0,6240
2026-05-14,Garden Bar,Johnnie Walker Red,Whisky,0,2404,2404,0,3804
2026-05-14,Garden Bar,Jose Cuervo,Tequila,0,0,1233,1233,0
2026-05-14,Garden Bar,Kingfisher Premium,Beer,8450,7120,7120,0,1330
2026-05-14,Garden Bar,Smirnoff Vodka,Vodka,0,2027,2027,0,7899
2026-05-14,Lobby Bar,Bacardi White,Rum,0,2413,2413,0,3708
2026-05-14,Lobby Bar,Baileys,Liqueur,0,677,677,0,5357
2026-05-14,Lobby Bar,Bombay Sapphire,Gin,13500,2138,2138,0,14258
2026-05-14,Lobby Bar,Heineken,Beer,0,3456,6881,3425,0
2026-05-14,Lobby Bar,Hennessy,Brandy,0,0,0,0,11864
2026-05-14,Lobby Bar,Jack Daniel's,Whisky,0,1429,1429,0,5605
2026-05-14,Lobby Bar,Johnnie Walker Red,Whisky,6000,3360,3360,0,6473
2026-05-14,Lobby Bar,Jose Cuervo,Tequila,0,1023,1023,0,8478
2026-05-14,Lobby Bar,Kingfisher Premium,Beer,0,5644,7819,2175,0
2026-05-14,Lobby Bar,Smirnoff Vodka,Vodka,0,3660,3660,0,8626
2026-05-14,Pool Bar,Bacardi White,Rum,0,2506,2506,0,2324
2026-05-14,Pool Bar,Baileys,Liqueur,0,943,943,0,8052
2026-05-14,Pool Bar,Bombay Sapphire,Gin,0,0,2546,2546,0
2026-05-14,Pool Bar,Heineken,Beer,0,0,7544,7544,0
2026-05-14,Pool Bar,Hennessy,Brandy,0,610,610,0,4947
2026-05-14,Pool Bar,Jack Daniel's,Whisky,0,0,2322,2322,0
2026-05-14,Pool Bar,Johnnie Walker Red,Whisky,13500,3267,3267,0,15949
2026-05-14,Pool Bar,Jose Cuervo,Tequila,9000,1380,1380,0,7620
2026-05-14,Pool Bar,Kingfisher Premium,Beer,11050,11050,11137,87,0
2026-05-14,Pool Bar,Smirnoff Vodka,Vodka,12000,4315,4315,0,10130
2026-05-14,Rooftop Bar,Bacardi White,Rum,0,2339,4104,1765,0
2026-05-14,Rooftop Bar,Baileys,Liqueur,0,982,982,0,2063
2026-05-14,Rooftop Bar,Bombay Sapphire,Gin,15750,4079,4079,0,17790
2026-05-14,Rooftop Bar,Heineken,Beer,0,746,9607,8861,0
2026-05-14,Rooftop Bar,Hennessy,Brandy,0,0,1045,1045,0
2026-05-14,Rooftop Bar,Jack Daniel's,Whisky,0,2390,2390,0,11218
2026-05-14,Rooftop Bar,Johnnie Walker Red,Whisky,9000,4314,4314,0,10427
2026-05-14,Rooftop Bar,Jose Cuervo,Tequila,0,2039,2039,0,177
2026-05-14,Rooftop Bar,Kingfisher Premium,Beer,0,0,11840,11840,0
2026-05-14,Rooftop Bar,Smirnoff Vodka,Vodka,0,3243,6516,3273,0
2026-05-14,Sky Lounge,Bacardi White,Rum,9750,3477,3477,0,9260
2026-05-14,Sky Lounge,Baileys,Liqueur,0,1191,1191,0,3227
2026-05-14,Sky Lounge,Bombay Sapphire,Gin,6000,3283,3283,0,2717
2026-05-14,Sky Lounge,Heineken,Beer,0,0,11099,11099,0
2026-05-14,Sky Lounge,Hennessy,Brandy,0,1052,1052,0,8110
2026-05-14,Sky Lounge,Jack Daniel's,Whisky,0,3340,3340,0,1611
2026-05-14,Sky Lounge,Johnnie Walker Red,Whisky,0,5253,5253,0,4647
2026-05-14,Sky Lounge,Jose Cuervo,Tequila,0,1257,1257,0,7367
2026-05-14,Sky Lounge,Kingfisher Premium,Beer,0,0,10910,10910,0
2026-05-14,Sky Lounge,Smirnoff Vodka,Vodka,15750,5930,5930,0,15438
2026-05-15,Garden Bar,Bacardi White,Rum,0,2598,2598,0,8181
2026-05-15,Garden Bar,Baileys,Liqueur,0,708,708,0,2537
2026-05-15,Garden Bar,Bombay Sapphire,Gin,0,2106,2106,0,845
2026-05-15,Garden Bar,Heineken,Beer,0,0,6393,6393,0
2026-05-15,Garden Bar,Hennessy,Brandy,0,687,687,0,3850
2026-05-15,Garden Bar,Jack Daniel's,Whisky,0,2161,2161,0,4079
2026-05-15,Garden Bar,Johnnie Walker Red,Whisky,0,3096,3113,17,2440
2026-05-15,Garden Bar,Jose Cuervo,Tequila,0,0,1538,1538,0
2026-05-15,Garden Bar,Kingfisher Premium,Beer,7800,9130,10554,1424,0
2026-05-15,Garden Bar,Smirnoff Vodka,Vodka,0,3672,3672,0,6822
2026-05-15,Lobby Bar,Bacardi White,Rum,0,3455,3455,0,2747
2026-05-15,Lobby Bar,Baileys,Liqueur,0,1149,1149,0,4743
2026-05-15,Lobby Bar,Bombay Sapphire,Gin,0,2175,2175,0,12083
2026-05-15,Lobby Bar,Heineken,Beer,0,0,8909,8909,0
2026-05-15,Lobby Bar,Hennessy,Brandy,0,966,966,0,11220
2026-05-15,Lobby Bar,Jack Daniel's,Whisky,0,2319,2319,0,3286
2026-05-15,Lobby Bar,Johnnie Walker Red,Whisky,0,3808,3812,4,1517
2026-05-15,Lobby Bar,Jose Cuervo,Tequila,0,1568,1568,0,6910
2026-05-15,Lobby Bar,Kingfisher Premium,Beer,0,0,12940,12940,0
2026-05-15,Lobby Bar,Smirnoff Vodka,Vodka,0,5606,5606,0,5555
2026-05-15,Pool Bar,Bacardi White,Rum,0,2324,3398,1074,0
2026-05-15,Pool Bar,Baileys,Liqueur,0,1090,1090,0,6962
2026-05-15,Pool Bar,Bombay Sapphire,Gin,0,0,2395,2395,0
2026-05-15,Pool Bar,Heineken,Beer,0,0,10634,10634,0
2026-05-15,Pool Bar,Hennessy,Brandy,0,739,739,0,4245
2026-05-15,Pool Bar,Jack Daniel's,Whisky,0,0,3214,3214,0
2026-05-15,Pool Bar,Johnnie Walker Red,Whisky,0,4739,4739,0,9829
2026-05-15,Pool Bar,Jose Cuervo,Tequila,0,1941,1941,0,6476
2026-05-15,Pool Bar,Kingfisher Premium,Beer,11050,11050,11901,851,5769
2026-05-15,Pool Bar,Smirnoff Vodka,Vodka,0,4823,4823,0,5113
2026-05-15,Rooftop Bar,Bacardi White,Rum,0,0,6252,6252,0
2026-05-15,Rooftop Bar,Baileys,Liqueur,0,1245,1245,0,778
2026-05-15,Rooftop Bar,Bombay Sapphire,Gin,0,3266,3266,0,12430
2026-05-15,Rooftop Bar,Heineken,Beer,0,0,11216,11216,0
2026-05-15,Rooftop Bar,Hennessy,Brandy,13300,1340,1340,0,11960
2026-05-15,Rooftop Bar,Jack Daniel's,Whisky,0,3555,3555,0,7663
2026-05-15,Rooftop Bar,Johnnie Walker Red,Whisky,0,7530,7530,0,450
2026-05-15,Rooftop Bar,Jose Cuervo,Tequila,13500,2626,2626,0,11818
2026-05-15,Rooftop Bar,Kingfisher Premium,Beer,0,0,19731,19731,0
2026-05-15,Rooftop Bar,Smirnoff Vodka,Vodka,0,0,6937,6937,0
2026-05-15,Sky Lounge,Bacardi White,Rum,0,6047,6047,0,3118
2026-05-15,Sky Lounge,Baileys,Liqueur,0,1724,1724,0,1796
2026-05-15,Sky Lounge,Bombay Sapphire,Gin,7500,4688,4688,0,6153
2026-05-15,Sky Lounge,Heineken,Beer,0,0,14529,14529,0
2026-05-15,Sky Lounge,Hennessy,Brandy,0,1326,1326,0,7224
2026-05-15,Sky Lounge,Jack Daniel's,Whisky,0,1611,3304,1693,0
2026-05-15,Sky Lounge,Johnnie Walker Red,Whisky,13500,7306,7306,0,7655
2026-05-15,Sky Lounge,Jose Cuervo,Tequila,0,3187,3187,0,3202
2026-05-15,Sky Lounge,Kingfisher Premium,Beer,0,0,14571,14571,0
2026-05-15,Sky Lounge,Smirnoff Vodka,Vodka,0,6562,6562,0,3258
2026-05-16,Garden Bar,Bacardi White,Rum,0,3867,3867,0,4314
2026-05-16,Garden Bar,Baileys,Liqueur,0,931,931,0,2300
2026-05-16,Garden Bar,Bombay Sapphire,Gin,8250,2627,2627,0,6039
2026-05-16,Garden Bar,Heineken,Beer,5850,5850,8957,3107,1937
2026-05-16,Garden Bar,Hennessy,Brandy,0,0,0,0,3850
2026-05-16,Garden Bar,Jack Daniel's,Whisky,0,2376,2376,0,1752
2026-05-16,Garden Bar,Johnnie Walker Red,Whisky,0,0,3580,3580,0
2026-05-16,Garden Bar,Jose Cuervo,Tequila,9750,1761,1761,0,7989
2026-05-16,Garden Bar,Kingfisher Premium,Beer,0,0,8063,8063,0
2026-05-16,Garden Bar,Smirnoff Vodka,Vodka,9000,5203,5203,0,8024
2026-05-16,Lobby Bar,Bacardi White,Rum,9750,4084,4084,0,5919
2026-05-16,Lobby Bar,Baileys,Liqueur,0,1101,1101,0,3712
2026-05-16,Lobby Bar,Bombay Sapphire,Gin,0,3381,3381,0,8702
2026-05-16,Lobby Bar,Heineken,Beer,7150,7150,10143,2993,0
2026-05-16,Lobby Bar,Hennessy,Brandy,0,991,991,0,9907
2026-05-16,Lobby Bar,Jack Daniel's,Whisky,0,2607,2607,0,679
2026-05-16,Lobby Bar,Johnnie Walker Red,Whisky,0,0,4742,4742,0
2026-05-16,Lobby Bar,Jose Cuervo,Tequila,0,1798,1798,0,6260
2026-05-16,Lobby Bar,Kingfisher Premium,Beer,0,0,11389,11389,0
2026-05-16,Lobby Bar,Smirnoff Vodka,Vodka,0,3020,5627,2607,225
2026-05-16,Pool Bar,Bacardi White,Rum,0,0,4654,4654,0
2026-05-16,Pool Bar,Baileys,Liqueur,0,1708,1708,0,6057
2026-05-16,Pool Bar,Bombay Sapphire,Gin,15000,3661,3661,0,11895
2026-05-16,Pool Bar,Heineken,Beer,6500,6500,13441,6941,0
2026-05-16,Pool Bar,Hennessy,Brandy,0,1080,1080,0,2814
2026-05-16,Pool Bar,Jack Daniel's,Whisky,14250,2777,2777,0,11473
2026-05-16,Pool Bar,Johnnie Walker Red,Whisky,0,6219,6219,0,3285
2026-05-16,Pool Bar,Jose Cuervo,Tequila,0,1900,1900,0,5364
2026-05-16,Pool Bar,Kingfisher Premium,Beer,0,0,15952,15952,0
2026-05-16,Pool Bar,Smirnoff Vodka,Vodka,0,2862,5135,2273,0
2026-05-16,Rooftop Bar,Bacardi White,Rum,0,0,6113,6113,0
2026-05-16,Rooftop Bar,Baileys,Liqueur,14250,2171,2171,0,12458
2026-05-16,Rooftop Bar,Bombay Sapphire,Gin,0,4203,4203,0,6848
2026-05-16,Rooftop Bar,Heineken,Beer,10400,10400,12728,2328,0
2026-05-16,Rooftop Bar,Hennessy,Brandy,0,1318,1318,0,10642
2026-05-16,Rooftop Bar,Jack Daniel's,Whisky,0,3650,3650,0,4013
2026-05-16,Rooftop Bar,Johnnie Walker Red,Whisky,0,450,7245,6795,0
2026-05-16,Rooftop Bar,Jose Cuervo,Tequila,0,2528,2528,0,8523
2026-05-16,Rooftop Bar,Kingfisher Premium,Beer,10400,10400,19934,9534,0
2026-05-16,Rooftop Bar,Smirnoff Vodka,Vodka,11250,7560,7560,0,8819
2026-05-16,Sky Lounge,Bacardi White,Rum,0,226,6656,6430,0
2026-05-16,Sky Lounge,Baileys,Liqueur,0,1103,1450,347,0
2026-05-16,Sky Lounge,Bombay Sapphire,Gin,0,5529,6367,838,2419
2026-05-16,Sky Lounge,Heineken,Beer,9750,9750,11717,1967,0
2026-05-16,Sky Lounge,Hennessy,Brandy,0,1773,1773,0,4272
2026-05-16,Sky Lounge,Jack Daniel's,Whisky,12750,4052,4052,0,12054
2026-05-16,Sky Lounge,Johnnie Walker Red,Whisky,0,7655,7818,163,4063
2026-05-16,Sky Lounge,Jose Cuervo,Tequila,0,3202,3867,665,0
2026-05-16,Sky Lounge,Kingfisher Premium,Beer,0,0,24128,24128,0
2026-05-16,Sky Lounge,Smirnoff Vodka,Vodka,12750,7335,7335,0,8673
2026-05-17,Garden Bar,Bacardi White,Rum,0,2217,2217,0,3880
2026-05-17,Garden Bar,Baileys,Liqueur,0,619,619,0,987
2026-05-17,Garden Bar,Bombay Sapphire,Gin,0,1393,1393,0,4392
2026-05-17,Garden Bar,Heineken,Beer,9750,5204,5204,0,9349
2026-05-17,Garden Bar,Hennessy,Brandy,0,719,719,0,3131
2026-05-17,Garden Bar,Jack Daniel's,Whisky,0,1521,1521,0,978
2026-05-17,Garden Bar,Johnnie Walker Red,Whisky,14250,2343,2343,0,11907
2026-05-17,Garden Bar,Jose Cuervo,Tequila,0,1003,1003,0,6986
2026-05-17,Garden Bar,Kingfisher Premium,Beer,10400,4843,4843,0,7540
2026-05-17,Garden Bar,Smirnoff Vodka,Vodka,0,3385,3385,0,4639
2026-05-17,Lobby Bar,Bacardi White,Rum,0,2850,2850,0,4566
2026-05-17,Lobby Bar,Baileys,Liqueur,0,734,734,0,3029
2026-05-17,Lobby Bar,Bombay Sapphire,Gin,0,1920,1920,0,7776
2026-05-17,Lobby Bar,Heineken,Beer,13650,8142,8142,0,10839
2026-05-17,Lobby Bar,Hennessy,Brandy,0,634,634,0,9273
2026-05-17,Lobby Bar,Jack Daniel's,Whisky,9000,1998,1998,0,7681
2026-05-17,Lobby Bar,Johnnie Walker Red,Whisky,0,0,2771,2771,0
2026-05-17,Lobby Bar,Jose Cuervo,Tequila,0,1533,1533,0,3579
2026-05-17,Lobby Bar,Kingfisher Premium,Beer,7150,7150,9441,2291,5367
2026-05-17,Lobby Bar,Smirnoff Vodka,Vodka,8250,3828,3828,0,5464
2026-05-17,Pool Bar,Bacardi White,Rum,0,0,3001,3001,0
